Date,Time,Zone,Device,PPM,VOC
12/07/2021,15:46,Zone1,T1,514,17
12/07/2021,15:46,Zone1,T2,450,7
12/07/2021,15:46,Zone2,T1,578,27
12/07/2021,15:46,Zone2,T2,438,5
12/07/2021,15:47,Zone1,T1,533,20
12/07/2021,15:47,Zone1,T2,580,27
12/07/2021,15:47,Zone2,T1,586,28
12/07/2021,15:47,Zone2,T2,492,14
12/07/2021,15:49,Zone1,T1,543,21
12/07/2021,15:49,Zone1,T2,592,29
12/07/2021,15:51,Zone1,T1,442,6
12/07/2021,15:51,Zone1,T2,508,16
12/07/2021,15:52,Zone1,T1,475,11
12/07/2021,15:52,Zone1,T2,448,7
12/07/2021,15:52,Zone2,T1,594,29
12/07/2021,15:52,Zone2,T2,478,11
12/07/2021,15:53,Zone1,T1,527,19
12/07/2021,15:53,Zone1,T2,497,14
12/07/2021,15:54,Zone1,T1,420,3
12/07/2021,15:54,Zone1,T2,441,6
12/07/2021,15:54,Zone2,T1,560,24
12/07/2021,15:54,Zone2,T2,459,8
12/07/2021,15:55,Zone1,T1,439,5
12/07/2021,15:55,Zone1,T2,561,24
12/07/2021,15:55,Zone2,T1,580,27
12/07/2021,15:55,Zone2,T2,529,19
12/07/2021,15:56,Zone1,T1,519,18
12/07/2021,15:56,Zone1,T2,439,5
12/07/2021,15:56,Zone2,T1,652,38
12/07/2021,15:56,Zone2,T2,461,9
12/07/2021,15:57,Zone1,T1,435,5
12/07/2021,15:57,Zone1,T2,539,21
12/07/2021,15:57,Zone2,T1,652,38
12/07/2021,15:57,Zone2,T2,528,19
12/07/2021,15:58,Zone1,T1,434,5
12/07/2021,15:58,Zone1,T2,418,2
12/07/2021,15:58,Zone2,T1,690,44
12/07/2021,15:58,Zone2,T2,485,12
12/07/2021,16:00,Zone1,T1,414,2
12/07/2021,16:00,Zone1,T2,542,21
12/07/2021,16:00,Zone2,T1,584,28
12/07/2021,16:00,Zone2,T2,464,9
12/07/2021,16:01,Zone1,T1,477,11
12/07/2021,16:01,Zone1,T2,668,40
12/07/2021,16:01,Zone2,T1,638,36
12/07/2021,16:01,Zone2,T2,539,21
12/07/2021,16:02,Zone1,T1,529,19
12/07/2021,16:02,Zone1,T2,726,49
12/07/2021,16:02,Zone2,T1,679,42
12/07/2021,16:02,Zone2,T2,472,10
12/07/2021,16:03,Zone1,T1,433,5
12/07/2021,16:03,Zone1,T2,752,53
12/07/2021,16:03,Zone2,T1,523,18
12/07/2021,16:03,Zone2,T2,507,16
12/07/2021,16:04,Zone1,T1,455,8
12/07/2021,16:04,Zone1,T2,580,27
12/07/2021,16:04,Zone2,T1,549,22
12/07/2021,16:04,Zone2,T2,473,11
12/07/2021,16:05,Zone1,T1,536,20
12/07/2021,16:05,Zone1,T2,708,46
12/07/2021,16:05,Zone2,T1,641,36
12/07/2021,16:05,Zone2,T2,536,20
12/07/2021,16:06,Zone1,T1,477,11
12/07/2021,16:06,Zone1,T2,561,24
12/07/2021,16:06,Zone2,T1,578,27
12/07/2021,16:06,Zone2,T2,477,11
12/07/2021,16:08,Zone1,T1,594,29
12/07/2021,16:08,Zone1,T2,564,24
12/07/2021,16:08,Zone2,T1,641,36
12/07/2021,16:08,Zone2,T2,461,9
12/07/2021,16:09,Zone1,T1,492,14
12/07/2021,16:09,Zone1,T2,488,13
12/07/2021,16:09,Zone2,T1,712,47
12/07/2021,16:09,Zone2,T2,526,19
12/07/2021,16:10,Zone1,T1,459,8
12/07/2021,16:10,Zone1,T2,633,35
12/07/2021,16:11,Zone1,T1,584,28
12/07/2021,16:11,Zone1,T2,603,30
12/07/2021,16:11,Zone2,T1,617,33
12/07/2021,16:11,Zone2,T2,518,17
12/07/2021,16:12,Zone1,T1,477,11
12/07/2021,16:12,Zone1,T2,671,41
12/07/2021,16:12,Zone2,T1,551,23
12/07/2021,16:12,Zone2,T2,434,5
12/07/2021,16:13,Zone1,T1,448,7
12/07/2021,16:13,Zone1,T2,480,12
12/07/2021,16:13,Zone2,T1,588,28
12/07/2021,16:13,Zone2,T2,500,15
12/07/2021,16:14,Zone1,T1,612,32
12/07/2021,16:14,Zone1,T2,597,30
12/07/2021,16:14,Zone2,T1,569,25
12/07/2021,16:14,Zone2,T2,441,6
12/07/2021,16:15,Zone1,T1,426,3
12/07/2021,16:15,Zone1,T2,427,4
12/07/2021,16:16,Zone1,T1,460,9
12/07/2021,16:16,Zone1,T2,520,18
12/07/2021,16:16,Zone2,T1,496,14
12/07/2021,16:16,Zone2,T2,475,11
12/07/2021,16:17,Zone1,T1,454,8
12/07/2021,16:17,Zone1,T2,432,4
12/07/2021,16:17,Zone2,T1,584,28
12/07/2021,16:17,Zone2,T2,542,21
12/07/2021,16:18,Zone1,T1,451,7
12/07/2021,16:18,Zone1,T2,552,23
12/07/2021,16:18,Zone2,T1,575,26
12/07/2021,16:18,Zone2,T2,477,11
12/07/2021,16:19,Zone1,T1,457,8
12/07/2021,16:19,Zone1,T2,439,5
12/07/2021,16:19,Zone2,T1,611,32
12/07/2021,16:19,Zone2,T2,547,22
12/07/2021,16:20,Zone1,T1,455,8
12/07/2021,16:20,Zone1,T2,570,25
12/07/2021,16:20,Zone2,T1,617,33
12/07/2021,16:20,Zone2,T2,483,12
12/07/2021,16:21,Zone1,T1,420,3
12/07/2021,16:21,Zone1,T2,411,1
12/07/2021,16:22,Zone1,T1,403,0
12/07/2021,16:22,Zone1,T2,565,25
12/07/2021,16:22,Zone2,T1,586,28
12/07/2021,16:22,Zone2,T2,475,11
12/07/2021,16:23,Zone1,T1,428,4
12/07/2021,16:23,Zone1,T2,436,5
12/07/2021,16:23,Zone2,T1,574,26
12/07/2021,16:23,Zone2,T2,536,20
12/07/2021,16:24,Zone1,T1,508,16
12/07/2021,16:24,Zone1,T2,531,19
12/07/2021,16:24,Zone2,T1,581,27
12/07/2021,16:24,Zone2,T2,436,5
12/07/2021,16:25,Zone1,T1,459,8
12/07/2021,16:25,Zone1,T2,434,5
12/07/2021,16:25,Zone2,T1,422,3
12/07/2021,16:25,Zone2,T2,532,20
