Date,Time,Zone,Device,PPM,VOC
12/23/2021,01:47,Zone2,T1,482,12
12/23/2021,01:47,Zone2,T2,505,15
12/23/2021,01:48,Zone1,T1,523,18
12/23/2021,01:48,Zone1,T2,457,8
12/23/2021,01:48,Zone1,T3,444,6
12/23/2021,01:48,Zone1,T4,754,53
12/23/2021,01:48,Zone2,T1,517,17
12/23/2021,01:48,Zone2,T2,444,6
12/23/2021,01:49,Zone1,T1,498,14
12/23/2021,01:49,Zone1,T2,502,15
12/23/2021,01:49,Zone1,T3,420,3
12/23/2021,01:49,Zone1,T4,793,59
12/23/2021,01:49,Zone2,T1,546,22
12/23/2021,01:49,Zone2,T2,503,15
12/23/2021,01:50,Zone1,T1,536,20
12/23/2021,01:50,Zone1,T2,470,10
12/23/2021,01:50,Zone1,T3,442,6
12/23/2021,01:50,Zone1,T4,719,48
12/23/2021,01:50,Zone2,T1,546,22
12/23/2021,01:50,Zone2,T2,432,4
12/23/2021,01:51,Zone1,T1,526,19
12/23/2021,01:51,Zone1,T2,444,6
12/23/2021,01:51,Zone1,T3,438,5
12/23/2021,01:51,Zone1,T4,819,63
12/23/2021,01:51,Zone2,T1,464,9
12/23/2021,01:51,Zone2,T2,503,15
12/23/2021,01:52,Zone1,T1,518,17
12/23/2021,01:52,Zone1,T2,496,14
12/23/2021,01:52,Zone1,T3,422,3
12/23/2021,01:52,Zone1,T4,761,54
12/23/2021,01:52,Zone2,T1,517,17
12/23/2021,01:52,Zone2,T2,410,1
12/23/2021,01:53,Zone1,T1,530,19
12/23/2021,01:53,Zone1,T2,483,12
12/23/2021,01:53,Zone1,T3,443,6
12/23/2021,01:53,Zone1,T4,717,48
12/23/2021,01:53,Zone2,T1,503,15
12/23/2021,01:53,Zone2,T2,503,15
12/23/2021,01:54,Zone1,T1,542,21
12/23/2021,01:54,Zone1,T2,483,12
12/23/2021,01:54,Zone1,T3,420,3
12/23/2021,01:54,Zone1,T4,748,53
12/23/2021,01:54,Zone2,T1,530,19
12/23/2021,01:54,Zone2,T2,457,8
12/23/2021,01:55,Zone1,T1,508,16
12/23/2021,01:55,Zone1,T2,501,15
12/23/2021,01:55,Zone1,T3,443,6
12/23/2021,01:55,Zone1,T4,746,52
12/23/2021,01:55,Zone2,T1,486,13
12/23/2021,01:55,Zone2,T2,490,13
12/23/2021,01:56,Zone1,T1,530,19
12/23/2021,01:56,Zone1,T2,460,9
12/23/2021,01:56,Zone1,T3,420,3
12/23/2021,01:56,Zone1,T4,757,54
12/23/2021,01:56,Zone2,T1,508,16
12/23/2021,01:56,Zone2,T2,503,15
12/23/2021,01:57,Zone1,T1,523,18
12/23/2021,01:57,Zone1,T2,460,9
12/23/2021,01:57,Zone1,T3,444,6
12/23/2021,01:57,Zone1,T4,726,49
12/23/2021,01:57,Zone2,T1,546,22
12/23/2021,01:57,Zone2,T2,475,11
12/23/2021,01:58,Zone1,T1,496,14
12/23/2021,01:58,Zone1,T2,495,14
12/23/2021,01:58,Zone1,T3,423,3
12/23/2021,01:58,Zone1,T4,726,49
12/23/2021,01:58,Zone2,T1,546,22
12/23/2021,01:58,Zone2,T2,505,15
12/23/2021,01:59,Zone1,T1,487,13
12/23/2021,01:59,Zone1,T2,473,11
12/23/2021,01:59,Zone1,T3,416,2
12/23/2021,01:59,Zone1,T4,700,45
12/23/2021,01:59,Zone2,T1,492,14
12/23/2021,01:59,Zone2,T2,461,9
12/23/2021,02:00,Zone1,T1,542,21
12/23/2021,02:00,Zone1,T2,465,9
12/23/2021,02:00,Zone1,T3,422,3
12/23/2021,02:00,Zone1,T4,726,49
12/23/2021,02:00,Zone2,T1,508,16
12/23/2021,02:00,Zone2,T2,503,15
12/23/2021,02:01,Zone1,T1,508,16
12/23/2021,02:01,Zone1,T2,426,3
12/23/2021,02:01,Zone1,T3,454,8
12/23/2021,02:01,Zone1,T4,735,51
12/23/2021,02:01,Zone2,T1,546,22
12/23/2021,02:01,Zone2,T2,444,6
12/23/2021,02:02,Zone1,T1,493,14
12/23/2021,02:02,Zone1,T2,470,10
12/23/2021,02:02,Zone1,T3,432,4
12/23/2021,02:02,Zone1,T4,815,63
12/23/2021,02:02,Zone2,T1,450,7
12/23/2021,02:02,Zone2,T2,497,14
12/23/2021,02:03,Zone1,T1,530,19
12/23/2021,02:03,Zone1,T2,463,9
12/23/2021,02:03,Zone2,T1,517,17
12/23/2021,02:03,Zone2,T2,434,5
12/23/2021,02:04,Zone1,T1,508,16
12/23/2021,02:04,Zone1,T2,492,14
12/23/2021,02:04,Zone1,T3,441,6
12/23/2021,02:04,Zone1,T4,770,56
12/23/2021,02:04,Zone2,T1,524,18
12/23/2021,02:04,Zone2,T2,497,14
12/23/2021,02:05,Zone1,T1,531,19
12/23/2021,02:05,Zone1,T2,452,7
12/23/2021,02:05,Zone1,T3,423,3
12/23/2021,02:05,Zone1,T4,776,57
12/23/2021,02:05,Zone2,T1,542,21
12/23/2021,02:05,Zone2,T2,403,0
12/23/2021,02:06,Zone1,T1,531,19
12/23/2021,02:06,Zone1,T2,470,10
12/23/2021,02:06,Zone1,T3,450,7
12/23/2021,02:06,Zone1,T4,795,60
12/23/2021,02:06,Zone2,T1,470,10
12/23/2021,02:06,Zone2,T2,490,13
12/23/2021,02:07,Zone1,T1,543,21
12/23/2021,02:07,Zone1,T2,492,14
12/23/2021,02:07,Zone1,T3,409,1
12/23/2021,02:07,Zone1,T4,699,45
12/23/2021,02:07,Zone2,T1,517,17
12/23/2021,02:07,Zone2,T2,462,9
12/23/2021,02:08,Zone1,T1,485,12
12/23/2021,02:08,Zone1,T2,470,10
12/23/2021,02:08,Zone2,T1,508,16
12/23/2021,02:08,Zone2,T2,488,13
12/23/2021,02:09,Zone1,T1,542,21
12/23/2021,02:09,Zone1,T2,457,8
12/23/2021,02:09,Zone1,T3,413,1
12/23/2021,02:09,Zone1,T4,708,46
12/23/2021,02:09,Zone2,T1,537,20
12/23/2021,02:09,Zone2,T2,503,15
12/23/2021,02:10,Zone1,T1,536,20
12/23/2021,02:10,Zone1,T2,470,10
12/23/2021,02:10,Zone1,T3,462,9
12/23/2021,02:10,Zone1,T4,733,50
12/23/2021,02:10,Zone2,T1,470,10
12/23/2021,02:10,Zone2,T2,462,9
12/23/2021,02:11,Zone1,T1,502,15
12/23/2021,02:11,Zone1,T2,475,11
12/23/2021,02:11,Zone1,T3,423,3
12/23/2021,02:11,Zone1,T4,744,52
12/23/2021,02:11,Zone2,T1,477,11
12/23/2021,02:11,Zone2,T2,505,15
12/23/2021,02:12,Zone1,T1,508,16
12/23/2021,02:12,Zone1,T2,485,12
12/23/2021,02:12,Zone1,T3,403,0
12/23/2021,02:12,Zone1,T4,702,46
12/23/2021,02:12,Zone2,T1,519,18
12/23/2021,02:12,Zone2,T2,444,6
12/23/2021,02:13,Zone1,T1,542,21
12/23/2021,02:13,Zone1,T2,439,5
12/23/2021,02:13,Zone1,T3,443,6
12/23/2021,02:13,Zone1,T4,742,52
12/23/2021,02:13,Zone2,T1,534,20
12/23/2021,02:13,Zone2,T2,524,18
12/23/2021,02:14,Zone1,T1,506,16
12/23/2021,02:14,Zone1,T2,456,8
12/23/2021,02:14,Zone1,T3,411,1
12/23/2021,02:14,Zone1,T4,700,45
12/23/2021,02:14,Zone2,T1,486,13
12/23/2021,02:14,Zone2,T2,437,5
12/23/2021,02:15,Zone1,T1,543,21
12/23/2021,02:15,Zone1,T2,456,8
12/23/2021,02:15,Zone1,T3,442,6
12/23/2021,02:15,Zone1,T4,715,47
12/23/2021,02:15,Zone2,T1,496,14
12/23/2021,02:15,Zone2,T2,507,16
12/23/2021,02:16,Zone1,T1,508,16
12/23/2021,02:16,Zone1,T2,466,10
12/23/2021,02:16,Zone1,T3,427,4
12/23/2021,02:16,Zone1,T4,728,49
12/23/2021,02:16,Zone2,T1,517,17
12/23/2021,02:16,Zone2,T2,427,4
12/23/2021,02:17,Zone1,T1,502,15
12/23/2021,02:17,Zone1,T2,464,9
12/23/2021,02:17,Zone1,T3,459,8
12/23/2021,02:17,Zone1,T4,728,49
12/23/2021,02:17,Zone2,T1,519,18
12/23/2021,02:17,Zone2,T2,522,18
12/23/2021,02:18,Zone1,T1,542,21
12/23/2021,02:18,Zone1,T2,460,9
12/23/2021,02:18,Zone1,T3,416,2
12/23/2021,02:18,Zone1,T4,749,53
12/23/2021,02:18,Zone2,T1,477,11
12/23/2021,02:18,Zone2,T2,409,1
12/23/2021,02:19,Zone1,T1,485,12
12/23/2021,02:19,Zone1,T2,454,8
12/23/2021,02:19,Zone1,T3,457,8
12/23/2021,02:19,Zone1,T4,719,48
12/23/2021,02:19,Zone2,T1,508,16
12/23/2021,02:19,Zone2,T2,507,16
12/23/2021,02:20,Zone1,T1,518,17
12/23/2021,02:20,Zone1,T2,432,4
12/23/2021,02:20,Zone1,T3,422,3
12/23/2021,02:20,Zone1,T4,730,50
12/23/2021,02:20,Zone2,T1,519,18
12/23/2021,02:20,Zone2,T2,400,0
12/23/2021,02:21,Zone1,T1,530,19
12/23/2021,02:21,Zone1,T2,482,12
12/23/2021,02:21,Zone1,T3,409,1
12/23/2021,02:21,Zone1,T4,678,42
12/23/2021,02:21,Zone2,T1,462,9
12/23/2021,02:21,Zone2,T2,520,18
12/23/2021,02:22,Zone1,T1,472,10
12/23/2021,02:22,Zone1,T2,466,10
12/23/2021,02:22,Zone1,T3,416,2
12/23/2021,02:22,Zone1,T4,715,47
12/23/2021,02:22,Zone2,T1,519,18
12/23/2021,02:22,Zone2,T2,447,7
12/23/2021,02:23,Zone1,T1,508,16
12/23/2021,02:23,Zone1,T2,463,9
12/23/2021,02:23,Zone1,T3,452,7
12/23/2021,02:23,Zone1,T4,730,50
12/23/2021,02:23,Zone2,T1,503,15
12/23/2021,02:23,Zone2,T2,473,11
12/23/2021,02:24,Zone1,T1,548,22
12/23/2021,02:24,Zone1,T2,463,9
12/23/2021,02:24,Zone1,T3,444,6
12/23/2021,02:24,Zone1,T4,752,53
12/23/2021,02:24,Zone2,T1,517,17
12/23/2021,02:24,Zone2,T2,524,18
12/23/2021,02:25,Zone1,T1,531,19
12/23/2021,02:25,Zone1,T2,443,6
12/23/2021,02:25,Zone1,T3,418,2
12/23/2021,02:25,Zone1,T4,700,45
12/23/2021,02:25,Zone2,T1,496,14
12/23/2021,02:25,Zone2,T2,454,8
12/23/2021,02:26,Zone1,T1,523,18
12/23/2021,02:26,Zone1,T2,461,9
12/23/2021,02:26,Zone1,T3,463,9
12/23/2021,02:26,Zone1,T4,748,53
12/23/2021,02:26,Zone2,T1,519,18
12/23/2021,02:26,Zone2,T2,524,18
12/23/2021,02:27,Zone1,T1,487,13
12/23/2021,02:27,Zone1,T2,420,3
12/23/2021,02:27,Zone1,T3,413,1
12/23/2021,02:27,Zone1,T4,682,42
12/23/2021,02:27,Zone2,T1,517,17
12/23/2021,02:27,Zone2,T2,437,5
12/23/2021,02:28,Zone1,T1,462,9
12/23/2021,02:28,Zone1,T2,441,6
12/23/2021,02:28,Zone1,T3,434,5
12/23/2021,02:28,Zone1,T4,776,57
12/23/2021,02:28,Zone2,T1,503,15
12/23/2021,02:28,Zone2,T2,520,18
12/23/2021,02:29,Zone1,T1,523,18
12/23/2021,02:29,Zone1,T2,461,9
12/23/2021,02:29,Zone1,T3,413,1
12/23/2021,02:29,Zone1,T4,708,46
12/23/2021,02:29,Zone2,T1,464,9
12/23/2021,02:29,Zone2,T2,424,3
12/23/2021,02:30,Zone1,T1,518,17
12/23/2021,02:30,Zone1,T2,464,9
12/23/2021,02:30,Zone1,T3,470,10
12/23/2021,02:30,Zone1,T4,763,55
12/23/2021,02:30,Zone2,T1,524,18
12/23/2021,02:30,Zone2,T2,520,18
12/23/2021,02:31,Zone1,T1,496,14
12/23/2021,02:31,Zone1,T2,425,3
12/23/2021,02:31,Zone1,T3,416,2
12/23/2021,02:31,Zone1,T4,714,47
12/23/2021,02:31,Zone2,T1,519,18
12/23/2021,02:31,Zone2,T2,409,1
12/23/2021,02:32,Zone1,T1,518,17
12/23/2021,02:32,Zone1,T2,444,6
12/23/2021,02:32,Zone1,T3,461,9
12/23/2021,02:32,Zone1,T4,732,50
12/23/2021,02:32,Zone2,T1,508,16
12/23/2021,02:32,Zone2,T2,518,17
12/23/2021,02:33,Zone1,T1,496,14
12/23/2021,02:33,Zone1,T2,470,10
12/23/2021,02:33,Zone1,T3,438,5
12/23/2021,02:33,Zone1,T4,712,47
12/23/2021,02:33,Zone2,T1,462,9
12/23/2021,02:33,Zone2,T2,409,1
12/23/2021,02:34,Zone1,T1,548,22
12/23/2021,02:34,Zone1,T2,460,9
12/23/2021,02:34,Zone1,T3,409,1
12/23/2021,02:34,Zone1,T4,692,44
12/23/2021,02:34,Zone2,T1,519,18
12/23/2021,02:34,Zone2,T2,503,15
12/23/2021,02:35,Zone1,T1,531,19
12/23/2021,02:35,Zone1,T2,470,10
12/23/2021,02:35,Zone1,T3,442,6
12/23/2021,02:35,Zone1,T4,737,51
12/23/2021,02:35,Zone2,T1,503,15
12/23/2021,02:35,Zone2,T2,481,12
12/23/2021,02:36,Zone1,T1,530,19
12/23/2021,02:36,Zone1,T2,459,8
12/23/2021,02:36,Zone1,T3,417,2
12/23/2021,02:36,Zone1,T4,672,41
12/23/2021,02:36,Zone2,T1,508,16
12/23/2021,02:36,Zone2,T2,491,13
12/23/2021,02:37,Zone1,T1,457,8
12/23/2021,02:37,Zone1,T2,459,8
12/23/2021,02:37,Zone1,T3,456,8
12/23/2021,02:37,Zone1,T4,672,41
12/23/2021,02:37,Zone2,T1,459,8
12/23/2021,02:37,Zone2,T2,520,18
12/23/2021,02:38,Zone1,T1,542,21
12/23/2021,02:38,Zone1,T2,492,14
12/23/2021,02:38,Zone1,T3,417,2
12/23/2021,02:38,Zone1,T4,706,46
12/23/2021,02:38,Zone2,T1,477,11
12/23/2021,02:38,Zone2,T2,471,10
12/23/2021,02:39,Zone1,T1,518,17
12/23/2021,02:39,Zone1,T2,420,3
12/23/2021,02:39,Zone1,T3,457,8
12/23/2021,02:39,Zone1,T4,697,45
12/23/2021,02:39,Zone2,T1,503,15
12/23/2021,02:39,Zone2,T2,520,18
12/23/2021,02:40,Zone1,T1,476,11
12/23/2021,02:40,Zone1,T2,447,7
12/23/2021,02:40,Zone1,T3,416,2
12/23/2021,02:40,Zone1,T4,702,46
12/23/2021,02:40,Zone2,T1,524,18
12/23/2021,02:40,Zone2,T2,453,8
12/23/2021,02:41,Zone1,T1,530,19
12/23/2021,02:41,Zone1,T2,447,7
12/23/2021,02:41,Zone1,T3,410,1
12/23/2021,02:41,Zone1,T4,666,40
12/23/2021,02:41,Zone2,T1,470,10
12/23/2021,02:41,Zone2,T2,506,16
12/23/2021,02:42,Zone1,T1,518,17
12/23/2021,02:42,Zone1,T2,423,3
12/23/2021,02:42,Zone1,T3,439,5
12/23/2021,02:42,Zone1,T4,744,52
12/23/2021,02:42,Zone2,T1,508,16
12/23/2021,02:42,Zone2,T2,436,5
12/23/2021,02:43,Zone1,T3,451,7
12/23/2021,02:43,Zone1,T4,665,40
12/23/2021,02:44,Zone1,T1,542,21
12/23/2021,02:44,Zone1,T2,475,11
12/23/2021,02:44,Zone2,T1,519,18
12/23/2021,02:44,Zone2,T2,402,0
12/23/2021,02:45,Zone1,T1,518,17
12/23/2021,02:45,Zone1,T2,446,7
12/23/2021,02:45,Zone1,T3,450,7
12/23/2021,02:45,Zone1,T4,646,37
12/23/2021,02:45,Zone2,T1,486,13
12/23/2021,02:45,Zone2,T2,500,15
12/23/2021,02:46,Zone1,T1,531,19
12/23/2021,02:46,Zone1,T2,457,8
12/23/2021,02:46,Zone1,T3,420,3
12/23/2021,02:46,Zone1,T4,708,46
12/23/2021,02:46,Zone2,T1,496,14
12/23/2021,02:46,Zone2,T2,436,5
12/23/2021,02:47,Zone1,T1,464,9
12/23/2021,02:47,Zone1,T2,456,8
12/23/2021,02:47,Zone1,T3,410,1
12/23/2021,02:47,Zone1,T4,646,37
12/23/2021,02:47,Zone2,T1,503,15
12/23/2021,02:47,Zone2,T2,495,14
12/23/2021,02:48,Zone1,T1,508,16
12/23/2021,02:48,Zone1,T2,478,11
12/23/2021,02:48,Zone1,T3,439,5
12/23/2021,02:48,Zone1,T4,717,48
12/23/2021,02:48,Zone2,T1,519,18
12/23/2021,02:48,Zone2,T2,502,15
12/23/2021,02:49,Zone1,T1,531,19
12/23/2021,02:49,Zone1,T2,464,9
12/23/2021,02:49,Zone1,T3,410,1
12/23/2021,02:49,Zone1,T4,672,41
12/23/2021,02:49,Zone2,T1,477,11
12/23/2021,02:49,Zone2,T2,475,11
12/23/2021,02:50,Zone1,T1,536,20
12/23/2021,02:50,Zone1,T2,464,9
12/23/2021,02:50,Zone1,T3,465,9
12/23/2021,02:50,Zone1,T4,748,53
12/23/2021,02:50,Zone2,T1,530,19
12/23/2021,02:50,Zone2,T2,506,16
12/23/2021,02:51,Zone1,T1,530,19
12/23/2021,02:51,Zone1,T2,422,3
12/23/2021,02:51,Zone1,T3,416,2
12/23/2021,02:51,Zone1,T4,668,40
12/23/2021,02:51,Zone2,T1,534,20
12/23/2021,02:51,Zone2,T2,448,7
12/23/2021,02:52,Zone1,T1,443,6
12/23/2021,02:52,Zone1,T2,439,5
12/23/2021,02:52,Zone1,T3,439,5
12/23/2021,02:52,Zone1,T4,712,47
12/23/2021,02:52,Zone2,T1,524,18
12/23/2021,02:52,Zone2,T2,516,17
12/23/2021,02:53,Zone1,T1,526,19
12/23/2021,02:53,Zone1,T2,472,10
12/23/2021,02:53,Zone1,T3,427,4
12/23/2021,02:53,Zone1,T4,700,45
12/23/2021,02:53,Zone2,T1,477,11
12/23/2021,02:53,Zone2,T2,446,7
12/23/2021,02:54,Zone1,T1,518,17
12/23/2021,02:54,Zone1,T2,459,8
12/23/2021,02:54,Zone1,T3,407,1
12/23/2021,02:54,Zone1,T4,650,38
12/23/2021,02:54,Zone2,T1,508,16
12/23/2021,02:54,Zone2,T2,506,16
12/23/2021,02:55,Zone1,T1,530,19
12/23/2021,02:55,Zone1,T2,439,5
12/23/2021,02:55,Zone1,T3,416,2
12/23/2021,02:55,Zone1,T4,700,45
12/23/2021,02:55,Zone2,T1,517,17
12/23/2021,02:55,Zone2,T2,428,4
12/23/2021,02:56,Zone1,T1,536,20
12/23/2021,02:56,Zone1,T2,459,8
12/23/2021,02:56,Zone1,T3,420,3
12/23/2021,02:56,Zone1,T4,646,37
12/23/2021,02:56,Zone2,T1,534,20
12/23/2021,02:56,Zone2,T2,500,15
12/23/2021,02:57,Zone1,T1,523,18
12/23/2021,02:57,Zone1,T2,424,3
12/23/2021,02:57,Zone1,T3,432,4
12/23/2021,02:57,Zone1,T4,706,46
12/23/2021,02:57,Zone2,T1,470,10
12/23/2021,02:57,Zone2,T2,409,1
12/23/2021,02:58,Zone1,T1,506,16
12/23/2021,02:58,Zone1,T2,448,7
12/23/2021,02:58,Zone1,T3,418,2
12/23/2021,02:58,Zone1,T4,634,35
12/23/2021,02:58,Zone2,T1,498,14
12/23/2021,02:58,Zone2,T2,506,16
12/23/2021,02:59,Zone1,T1,530,19
12/23/2021,02:59,Zone1,T2,470,10
12/23/2021,02:59,Zone1,T3,421,3
12/23/2021,02:59,Zone1,T4,694,44
12/23/2021,02:59,Zone2,T1,517,17
12/23/2021,02:59,Zone2,T2,400,0
12/23/2021,03:00,Zone1,T1,523,18
12/23/2021,03:00,Zone1,T2,448,7
12/23/2021,03:00,Zone1,T3,442,6
12/23/2021,03:00,Zone1,T4,641,36
12/23/2021,03:00,Zone2,T1,454,8
12/23/2021,03:00,Zone2,T2,498,14
12/23/2021,03:01,Zone1,T1,536,20
12/23/2021,03:01,Zone1,T2,457,8
12/23/2021,03:01,Zone1,T3,454,8
12/23/2021,03:01,Zone1,T4,732,50
12/23/2021,03:01,Zone2,T1,464,9
12/23/2021,03:01,Zone2,T2,507,16
12/23/2021,03:02,Zone1,T1,487,13
12/23/2021,03:02,Zone1,T2,448,7
12/23/2021,03:02,Zone1,T3,425,3
12/23/2021,03:02,Zone1,T4,674,41
12/23/2021,03:02,Zone2,T1,498,14
12/23/2021,03:02,Zone2,T2,471,10
12/23/2021,03:03,Zone1,T3,444,6
12/23/2021,03:03,Zone1,T4,660,39
12/23/2021,03:04,Zone1,T1,502,15
12/23/2021,03:04,Zone1,T2,447,7
12/23/2021,03:04,Zone2,T1,459,8
12/23/2021,03:04,Zone2,T2,447,7
12/23/2021,03:05,Zone1,T1,487,13
12/23/2021,03:05,Zone1,T2,442,6
12/23/2021,03:05,Zone1,T3,444,6
12/23/2021,03:05,Zone1,T4,626,34
12/23/2021,03:05,Zone2,T1,492,14
12/23/2021,03:05,Zone2,T2,502,15
12/23/2021,03:06,Zone1,T1,498,14
12/23/2021,03:06,Zone1,T2,442,6
12/23/2021,03:06,Zone1,T3,442,6
12/23/2021,03:06,Zone1,T4,671,41
12/23/2021,03:06,Zone2,T1,503,15
12/23/2021,03:06,Zone2,T2,432,4
12/23/2021,03:07,Zone1,T1,502,15
12/23/2021,03:07,Zone1,T2,447,7
12/23/2021,03:07,Zone1,T3,421,3
12/23/2021,03:07,Zone1,T4,649,37
12/23/2021,03:07,Zone2,T1,517,17
12/23/2021,03:07,Zone2,T2,498,14
12/23/2021,03:08,Zone1,T1,487,13
12/23/2021,03:08,Zone1,T2,422,3
12/23/2021,03:08,Zone1,T3,432,4
12/23/2021,03:08,Zone1,T4,708,46
12/23/2021,03:08,Zone2,T1,470,10
12/23/2021,03:08,Zone2,T2,415,2
12/23/2021,03:09,Zone1,T1,508,16
12/23/2021,03:09,Zone1,T2,446,7
12/23/2021,03:09,Zone1,T3,432,4
12/23/2021,03:09,Zone1,T4,633,35
12/23/2021,03:09,Zone2,T1,496,14
12/23/2021,03:09,Zone2,T2,498,14
12/23/2021,03:10,Zone1,T1,506,16
12/23/2021,03:10,Zone1,T2,428,4
12/23/2021,03:10,Zone1,T3,455,8
12/23/2021,03:10,Zone1,T4,679,42
12/23/2021,03:10,Zone2,T1,508,16
12/23/2021,03:10,Zone2,T2,400,0
12/23/2021,03:11,Zone1,T1,485,12
12/23/2021,03:11,Zone1,T2,435,5
12/23/2021,03:11,Zone1,T3,424,3
12/23/2021,03:11,Zone1,T4,618,33
12/23/2021,03:11,Zone2,T1,503,15
12/23/2021,03:11,Zone2,T2,498,14
12/23/2021,03:12,Zone1,T1,530,19
12/23/2021,03:12,Zone1,T2,446,7
12/23/2021,03:12,Zone2,T1,482,12
12/23/2021,03:12,Zone2,T2,437,5
12/23/2021,03:13,Zone1,T1,496,14
12/23/2021,03:13,Zone1,T2,438,5
12/23/2021,03:13,Zone1,T3,418,2
12/23/2021,03:13,Zone1,T4,660,39
12/23/2021,03:13,Zone2,T1,508,16
12/23/2021,03:13,Zone2,T2,488,13
12/23/2021,03:14,Zone1,T1,496,14
12/23/2021,03:14,Zone1,T2,433,5
12/23/2021,03:14,Zone1,T3,444,6
12/23/2021,03:14,Zone1,T4,702,46
12/23/2021,03:14,Zone2,T1,498,14
12/23/2021,03:14,Zone2,T2,492,14
12/23/2021,03:15,Zone1,T1,523,18
12/23/2021,03:15,Zone1,T2,452,7
12/23/2021,03:15,Zone1,T3,422,3
12/23/2021,03:15,Zone1,T4,674,41
12/23/2021,03:15,Zone2,T1,524,18
12/23/2021,03:15,Zone2,T2,465,9
12/23/2021,03:16,Zone1,T1,508,16
12/23/2021,03:16,Zone1,T2,444,6
12/23/2021,03:16,Zone1,T3,427,4
12/23/2021,03:16,Zone1,T4,603,30
12/23/2021,03:16,Zone2,T1,496,14
12/23/2021,03:16,Zone2,T2,502,15
12/23/2021,03:17,Zone1,T1,508,16
12/23/2021,03:17,Zone1,T2,433,5
12/23/2021,03:17,Zone1,T3,427,4
12/23/2021,03:17,Zone1,T4,679,42
12/23/2021,03:17,Zone2,T1,496,14
12/23/2021,03:17,Zone2,T2,455,8
12/23/2021,03:18,Zone1,T1,542,21
12/23/2021,03:18,Zone1,T2,457,8
12/23/2021,03:18,Zone1,T3,438,5
12/23/2021,03:18,Zone1,T4,623,33
12/23/2021,03:18,Zone2,T1,498,14
12/23/2021,03:18,Zone2,T2,500,15
12/23/2021,03:19,Zone1,T1,498,14
12/23/2021,03:19,Zone1,T2,452,7
12/23/2021,03:19,Zone1,T3,444,6
12/23/2021,03:19,Zone1,T4,623,33
12/23/2021,03:19,Zone2,T1,517,17
12/23/2021,03:19,Zone2,T2,437,5
12/23/2021,03:20,Zone1,T1,506,16
12/23/2021,03:20,Zone1,T2,433,5
12/23/2021,03:20,Zone1,T3,434,5
12/23/2021,03:20,Zone1,T4,641,36
12/23/2021,03:20,Zone2,T1,498,14
12/23/2021,03:20,Zone2,T2,496,14
12/23/2021,03:21,Zone1,T1,523,18
12/23/2021,03:21,Zone1,T2,438,5
12/23/2021,03:21,Zone1,T3,444,6
12/23/2021,03:21,Zone1,T4,641,36
12/23/2021,03:21,Zone2,T1,496,14
12/23/2021,03:21,Zone2,T2,405,0
12/23/2021,03:22,Zone1,T1,506,16
12/23/2021,03:22,Zone1,T2,433,5
12/23/2021,03:22,Zone1,T3,424,3
12/23/2021,03:22,Zone1,T4,617,33
12/23/2021,03:22,Zone2,T1,517,17
12/23/2021,03:22,Zone2,T2,492,14
12/23/2021,03:23,Zone1,T1,487,13
12/23/2021,03:23,Zone1,T2,420,3
12/23/2021,03:23,Zone1,T3,455,8
12/23/2021,03:23,Zone1,T4,649,37
12/23/2021,03:23,Zone2,T1,519,18
12/23/2021,03:23,Zone2,T2,421,3
12/23/2021,03:24,Zone1,T1,481,12
12/23/2021,03:24,Zone1,T2,432,4
12/23/2021,03:24,Zone1,T3,434,5
12/23/2021,03:24,Zone1,T4,659,39
12/23/2021,03:24,Zone2,T1,477,11
12/23/2021,03:24,Zone2,T2,490,13
12/23/2021,03:25,Zone1,T1,493,14
12/23/2021,03:25,Zone1,T2,447,7
12/23/2021,03:25,Zone1,T3,455,8
12/23/2021,03:25,Zone1,T4,646,37
12/23/2021,03:25,Zone2,T1,487,13
12/23/2021,03:25,Zone2,T2,490,13
12/23/2021,03:26,Zone1,T1,476,11
12/23/2021,03:26,Zone1,T2,425,3
12/23/2021,03:26,Zone1,T3,427,4
12/23/2021,03:26,Zone1,T4,697,45
12/23/2021,03:26,Zone2,T1,517,17
12/23/2021,03:26,Zone2,T2,471,10
12/23/2021,03:27,Zone1,T1,523,18
12/23/2021,03:27,Zone1,T2,447,7
12/23/2021,03:27,Zone1,T3,444,6
12/23/2021,03:27,Zone1,T4,594,29
12/23/2021,03:27,Zone2,T1,524,18
12/23/2021,03:27,Zone2,T2,496,14
12/23/2021,03:28,Zone1,T1,508,16
12/23/2021,03:28,Zone1,T2,432,4
12/23/2021,03:28,Zone1,T3,418,2
12/23/2021,03:28,Zone1,T4,656,39
12/23/2021,03:28,Zone2,T1,475,11
12/23/2021,03:28,Zone2,T2,459,8
12/23/2021,03:29,Zone1,T1,487,13
12/23/2021,03:29,Zone1,T2,456,8
12/23/2021,03:29,Zone1,T3,424,3
12/23/2021,03:29,Zone1,T4,624,34
12/23/2021,03:29,Zone2,T1,503,15
12/23/2021,03:29,Zone2,T2,496,14
12/23/2021,03:30,Zone1,T1,552,23
12/23/2021,03:30,Zone1,T2,418,2
12/23/2021,03:30,Zone1,T3,414,2
12/23/2021,03:30,Zone1,T4,624,34
12/23/2021,03:30,Zone2,T1,530,19
12/23/2021,03:30,Zone2,T2,441,6
12/23/2021,03:31,Zone1,T1,498,14
12/23/2021,03:31,Zone1,T2,425,3
12/23/2021,03:31,Zone1,T3,422,3
12/23/2021,03:31,Zone1,T4,607,31
12/23/2021,03:31,Zone2,T1,462,9
